Concept,Feature,WB_Label,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF
crayon,used_for_colouring,function,function,27,1,27,1
crayon,made_of_wax,made_of,visual-form_and_surface,25,2,50,2
crayon,used_by_children,participant,function,21,3,166,13
crayon,different_colours,external_surface_property,visual-colour,19,4,460,58
crayon,used_for_drawing,function,function,18,5,39,3
crayon,is_breakable,systemic_property,encyclopaedic,10,6,90,10
crayon,used_for_colouring_books,function,function,9,7,9,1
crayon,made_by_Crayola,origin,encyclopaedic,8,8,8,1
crayon,comes_in_boxes,associated_entity,encyclopaedic,7,9,7,1
crayon,is_colourful,external_surface_property,visual-colour,7,9,159,19
crayon,used_for_drawing_pictures,function,function,7,9,7,1
crayon,is_meltable,action,function,5,12,5,1
crayon,used_for_writing,function,function,5,12,49,4
crocodile,has_teeth,internal_component,visual-form_and_surface,20,1,144,14
crocodile,a_reptile,superordinate,taxonomic,15,2,,8
crocodile,has_a_tail,external_component,visual-form_and_surface,14,3,379,39
crocodile,lives_in_swamps,location,encyclopaedic,14,3,32,3
crocodile,beh_-_swims,entity_behavior,visual-motion,10,5,411,33
crocodile,is_green,external_surface_property,visual-colour,10,5,834,47
crocodile,is_large,external_surface_property,visual-form_and_surface,10,5,1076,106
crocodile,is_dangerous,systemic_property,encyclopaedic,9,8,316,37
crocodile,lives_in_water,location,encyclopaedic,9,8,394,32
crocodile,has_scales,external_component,visual-form_and_surface,8,10,88,10
crocodile,has_powerful_jaws,internal_component,visual-form_and_surface,7,11,7,1
crocodile,an_animal,superordinate,taxonomic,6,12,,99
crocodile,beh_-_eats_animals,entity_behavior,visual-motion,6,12,11,2
crocodile,beh_-_eats_people,entity_behavior,visual-motion,6,12,11,2
crocodile,is_long,external_surface_property,visual-form_and_surface,6,12,844,81
crocodile,beh_-_lays_eggs,entity_behavior,encyclopaedic,5,16,332,32
crocodile,has_4_legs,external_component,visual-form_and_surface,5,16,468,49
crossbow,a_weapon,superordinate,taxonomic,16,1,,29
crossbow,used_by_firing_arrows,action,function,16,1,16,1
crossbow,used_for_hunting,function,function,15,3,122,8
crossbow,used_for_killing,function,function,14,4,233,20
crossbow,requires_arrows,contingency,encyclopaedic,13,5,41,2
crossbow,made_of_wood,made_of,visual-form_and_surface,12,6,1091,79
crossbow,has_a_string,external_component,visual-form_and_surface,7,7,40,3
crossbow,is_dangerous,systemic_property,encyclopaedic,5,8,316,37
crow,is_black,external_surface_property,visual-colour,25,1,607,50
crow,a_bird,superordinate,taxonomic,23,2,,39
crow,is_loud,external_surface_property,sound,15,3,317,34
crow,beh_-_eats,entity_behavior,visual-motion,10,4,443,39
crow,beh_-_flies,entity_behavior,visual-motion,9,5,712,46
crow,has_a_beak,external_component,visual-form_and_surface,8,6,443,38
crow,a_scavenger,superordinate,taxonomic,7,7,,5
crow,is_large,external_surface_property,visual-form_and_surface,7,7,1076,106
crow,beh_-_caws,entity_behavior,sound,6,9,12,2
crow,has_feathers,external_component,visual-form_and_surface,6,9,524,38
crow,beh_-_squawks,entity_behavior,sound,5,11,5,1
crow,has_wings,external_component,visual-form_and_surface,5,11,529,44
crow,is_ugly,evaluation,encyclopaedic,5,11,78,10
crowbar,made_of_metal,made_of,visual-form_and_surface,27,1,1472,133
crowbar,a_tool,superordinate,taxonomic,13,2,,18
crowbar,is_heavy,systemic_property,tactile,11,3,253,27
crowbar,is_long,external_surface_property,visual-form_and_surface,9,4,844,81
crowbar,used_for_breaking_things,function,function,9,4,17,2
crowbar,is_hard,external_surface_property,tactile,8,6,211,22
crowbar,used_for_prying_things_open,function,function,8,6,8,1
crowbar,is_black,external_surface_property,visual-colour,6,8,607,50
crowbar,used_by_thieves,participant,function,6,8,6,1
crowbar,used_for_opening_things,function,function,6,8,13,2
crowbar,a_weapon,superordinate,taxonomic,5,11,,29
crowbar,used_for_injuring,function,function,5,11,10,2
crown,made_of_gold,made_of,visual-form_and_surface,21,1,100,6
crown,worn_on_the_head,function,function,20,2,20,1
crown,has_jewels,external_component,visual-form_and_surface,18,3,18,1
crown,worn_by_kings,participant,function,17,4,17,1
crown,worn_by_queens,participant,function,16,5,16,1
crown,is_expensive,systemic_property,encyclopaedic,14,6,226,22
crown,is_round,external_surface_property,visual-form_and_surface,10,7,823,76
crown,worn_by_royalty,participant,function,10,7,10,1
crown,symbol_of_royalty,systemic_property,encyclopaedic,9,9,9,1
crown,is_heavy,systemic_property,tactile,7,10,253,27
crown,symbol_of_power,systemic_property,encyclopaedic,7,10,7,1
crown,symbol_of_status,systemic_property,encyclopaedic,6,12,6,1
crown,associated_with_pageants,associated_entity,encyclopaedic,5,13,5,1
crown,made_of_silver,made_of,visual-form_and_surface,5,13,85,7
cucumber,has_seeds,internal_component,visual-form_and_surface,26,1,251,21
cucumber,a_vegetable,superordinate,taxonomic,25,2,,28
cucumber,eaten_in_salads,function,function,24,3,164,13
cucumber,is_green,external_surface_property,visual-colour,23,4,834,47
cucumber,is_long,external_surface_property,visual-form_and_surface,15,5,844,81
cucumber,eaten_as_pickles,function,function,12,6,24,2
cucumber,has_skin,external_component,visual-form_and_surface,9,7,131,16
cucumber,grows_in_gardens,location,encyclopaedic,7,8,144,18
cucumber,grows_on_vines,origin,encyclopaedic,7,8,45,4
cucumber,is_crunchy,internal_surface_property,tactile,7,8,120,11
cucumber,has_an_inside,internal_component,visual-form_and_surface,6,11,94,11
cucumber,has_green_skin,external_component,visual-colour,5,12,5,1
cucumber,is_cool,external_surface_property,tactile,5,12,5,1
cucumber,is_cylindrical,external_surface_property,visual-form_and_surface,5,12,5,1
cucumber,is_edible,function,function,5,12,890,78
cucumber,is_white_inside,internal_surface_property,visual-colour,5,12,42,5
cup,used_for_drinking,function,function,22,1,37,3
cup,has_a_handle,external_component,visual-form_and_surface,18,2,508,42
cup,used_for_coffee,function,function,15,3,38,2
cup,used_for_holding_liquids,function,function,14,4,39,2
cup,used_for_tea,function,function,13,5,29,3
cup,made_of_glass,made_of,visual-form_and_surface,10,6,171,14
cup,used_for_measuring,function,function,10,6,48,4
cup,used_with_saucers,associated_entity,encyclopaedic,10,6,10,1
cup,made_of_china,made_of,visual-form_and_surface,9,9,34,3
cup,made_of_plastic,made_of,visual-form_and_surface,9,9,446,51
cup,made_of_porcelain,made_of,visual-form_and_surface,9,9,51,6
cup,is_breakable,systemic_property,encyclopaedic,8,12,90,10
cup,found_in_kitchens,location,encyclopaedic,7,13,386,32
cup,made_of_ceramic,made_of,visual-form_and_surface,7,13,51,7
cup,a_dish,superordinate,taxonomic,6,15,,2
cup,different_shapes,external_surface_property,visual-form_and_surface,6,15,23,3
cup,part_of_a_set_of_dishes,larger_whole,encyclopaedic,6,15,12,2
cup,a_mug,coordinate,taxonomic,5,18,,1
cup,different_colours,external_surface_property,visual-colour,5,18,460,58
cup,has_patterns,external_surface_property,visual-form_and_surface,5,18,33,5
cup,used_for_baking,function,function,5,18,32,4
cupboard,used_for_storage,function,function,29,1,374,18
cupboard,found_in_kitchens,location,encyclopaedic,23,2,386,32
cupboard,has_shelves,internal_component,visual-form_and_surface,20,3,80,6
cupboard,made_of_wood,made_of,visual-form_and_surface,17,4,1091,79
cupboard,has_doors,external_component,visual-form_and_surface,16,5,163,15
cupboard,used_for_storing_food,function,function,15,6,54,4
cupboard,used_for_storing_dishes,function,function,14,7,20,2
cupboard,used_for_storing_cups,function,function,7,8,7,1
cupboard,has_handles,external_component,visual-form_and_surface,5,9,73,7
cupboard,used_for_storing_cans,function,function,5,9,5,1
curtains,used_for_covering,function,function,21,1,44,2
curtains,used_for_covering_windows,function,function,20,2,42,2
curtains,made_of_material,made_of,visual-form_and_surface,18,3,154,18
curtains,used_for_privacy,function,function,16,4,36,3
curtains,used_for_keeping_out_light/sun,function,function,14,5,31,2
curtains,is_decorative,evaluation,encyclopaedic,12,6,57,8
curtains,used_by_closing,action,function,10,7,52,4
curtains,used_by_opening,action,function,9,8,48,4
curtains,used_for_keeping_out_light,function,function,8,9,18,2
curtains,different_colours,external_surface_property,visual-colour,7,10,460,58
curtains,used_for_keeping_out_sun,function,function,6,11,13,2
curtains,used_with_rods,associated_entity,encyclopaedic,6,11,6,1
curtains,is_long,external_surface_property,visual-form_and_surface,5,13,844,81
cushion,is_soft,external_surface_property,tactile,25,1,239,27
cushion,found_on_couches,location,encyclopaedic,22,2,22,1
cushion,has_filling,internal_component,visual-form_and_surface,18,3,52,3
cushion,is_comfortable,evaluation,tactile,11,4,171,15
cushion,a_pillow,synonym,taxonomic,10,5,,1
cushion,has_feather_filling,internal_component,visual-form_and_surface,9,6,27,2
cushion,found_on_chairs,location,encyclopaedic,7,7,7,1
cushion,has_foam_filling,internal_component,visual-form_and_surface,7,7,17,2
cushion,is_square,external_surface_property,visual-form_and_surface,7,7,53,6
cushion,used_by_sitting_on,action,function,7,7,131,8
cushion,is_small,external_surface_property,visual-form_and_surface,6,11,1229,121
cushion,used_for_resting_head,function,function,6,11,20,2
cushion,used_for_sleeping,function,function,6,11,68,5
cushion,different_colours,external_surface_property,visual-colour,5,14,460,58
cushion,found_on_beds,location,encyclopaedic,5,14,24,2
cushion,is_round,external_surface_property,visual-form_and_surface,5,14,823,76
dagger,is_sharp,external_surface_property,tactile,22,1,281,18
dagger,a_knife,superordinate,taxonomic,17,2,,2
dagger,a_weapon,superordinate,taxonomic,16,3,,29
dagger,used_for_killing,function,function,16,3,233,20
dagger,has_a_handle,external_component,visual-form_and_surface,12,5,508,42
dagger,has_a_pointed_end,external_surface_property,visual-form_and_surface,11,6,91,11
dagger,has_a_blade,external_component,visual-form_and_surface,9,7,69,6
dagger,is_small,external_surface_property,visual-form_and_surface,9,7,1229,121
dagger,used_for_cutting,function,function,9,7,122,9
dagger,has_a_sheath,external_component,visual-form_and_surface,6,10,11,2
dagger,is_dangerous,systemic_property,encyclopaedic,6,10,316,37
dagger,made_of_metal,made_of,visual-form_and_surface,6,10,1472,133
dagger,used_for_drawing_blood,function,function,6,10,6,1
dagger,used_in_MacBeth,function,function,5,14,5,1
dandelion,is_yellow,external_surface_property,visual-colour,29,1,345,27
dandelion,a_weed,superordinate,taxonomic,25,2,,1
dandelion,has_a_stem,external_component,visual-form_and_surface,17,3,45,4
dandelion,has_a_green_stem,external_component,visual-colour,13,4,13,1
dandelion,grows_in_grass,location,encyclopaedic,12,5,12,1
dandelion,a_flower,superordinate,taxonomic,11,6,,1
dandelion,has_seeds,internal_component,visual-form_and_surface,7,7,251,21
dandelion,is_annoying,affect_emotion,encyclopaedic,7,7,35,4
dandelion,a_plant,superordinate,taxonomic,6,9,,3
dandelion,beh_-_produces_pollen,entity_behavior,encyclopaedic,5,10,5,1
dandelion,causes_allergies,contingency,encyclopaedic,5,10,5,1
dandelion,grows_in_the_ground,location,encyclopaedic,5,10,59,8
dandelion,is_fluffy,external_surface_property,tactile,5,10,12,2
deer,lives_in_woods,location,encyclopaedic,22,1,57,4
deer,an_animal,superordinate,taxonomic,19,2,,99
deer,hunted_by_people,participant,function,14,3,267,27
deer,has_antlers,external_component,visual-form_and_surface,13,4,62,4
deer,is_fast,systemic_property,visual-motion,13,4,346,33
deer,has_4_legs,external_component,visual-form_and_surface,12,6,468,49
deer,has_legs,external_component,visual-form_and_surface,12,6,489,44
deer,a_mammal,superordinate,taxonomic,8,8,,42
deer,has_eyes,external_component,visual-form_and_surface,8,8,118,16
deer,eg_-_bambi,individual,taxonomic,7,10,,2
deer,has_hooves,external_component,visual-form_and_surface,7,10,67,9
deer,is_brown,external_surface_property,visual-colour,7,10,480,54
deer,a_herbivore,superordinate,taxonomic,6,13,,5
deer,has_a_tail,external_component,visual-form_and_surface,6,13,379,39
deer,has_fur,external_component,visual-form_and_surface,6,13,264,22
deer,lives_in_wilderness,location,encyclopaedic,6,13,66,9
deer,beh_-_runs,entity_behavior,visual-motion,5,17,38,5
deer,has_a_white_tail,external_component,visual-colour,5,17,5,1
deer,is_edible,function,function,5,17,890,78
deer,is_timid,systemic_property,encyclopaedic,5,17,5,1
desk,made_of_wood,made_of,visual-form_and_surface,21,1,1091,79
desk,found_in_offices,location,encyclopaedic,18,2,26,2
desk,has_drawers,external_component,visual-form_and_surface,18,2,83,5
desk,used_for_working_on,function,function,15,4,15,1
desk,has_legs,external_component,visual-form_and_surface,13,5,489,44
desk,furniture,superordinate,taxonomic,12,6,,11
desk,has_a_surface,external_component,visual-form_and_surface,11,7,11,1
desk,made_of_metal,made_of,visual-form_and_surface,11,7,1472,133
desk,has_4_legs,external_component,visual-form_and_surface,10,9,468,49
desk,has_a_flat_surface,external_surface_property,visual-form_and_surface,10,9,10,1
desk,used_for_writing_on,function,function,7,11,29,3
desk,used_with_chairs,associated_entity,encyclopaedic,7,11,7,1
desk,used_by_students,participant,function,6,13,6,1
desk,found_in_classrooms,location,encyclopaedic,5,14,12,2
desk,found_in_libraries,location,encyclopaedic,5,14,37,4
desk,used_for_putting_things_on,function,function,5,14,5,1
dish,used_for_food,function,function,19,1,74,7
dish,used_for_eating,function,function,13,2,87,5
dish,is_round,external_surface_property,visual-form_and_surface,11,3,823,76
dish,requires_washing,action,function,9,4,14,2
dish,is_breakable,systemic_property,encyclopaedic,8,5,90,10
dish,made_of_ceramic,made_of,visual-form_and_surface,8,5,51,7
dish,made_of_plastic,made_of,visual-form_and_surface,7,7,446,51
dish,found_in_kitchens,location,encyclopaedic,6,8,386,32
dish,made_of_glass,made_of,visual-form_and_surface,6,8,171,14
dish,different_colours,external_surface_property,visual-colour,5,10,460,58
dishwasher,found_in_kitchens,location,encyclopaedic,21,1,386,32
dishwasher,an_appliance,superordinate,taxonomic,19,2,,10
dishwasher,requires_soap,contingency,encyclopaedic,15,3,15,1
dishwasher,is_electrical,internal_surface_property,visual-form_and_surface,14,4,289,22
dishwasher,used_for_cleaning_dishes,function,function,14,4,14,1
dishwasher,has_racks,internal_component,visual-form_and_surface,13,6,23,2
dishwasher,used_for_washing_dishes,function,function,13,6,29,2
dishwasher,requires_water,contingency,encyclopaedic,10,8,16,2
dishwasher,made_of_metal,made_of,visual-form_and_surface,7,9,1472,133
dishwasher,requires_detergent,contingency,encyclopaedic,6,10,6,1
dishwasher,has_a_door,external_component,visual-form_and_surface,5,11,35,5
dishwasher,has_buttons,external_component,visual-form_and_surface,5,11,163,13
dishwasher,is_loud,external_surface_property,sound,5,11,317,34
dog,beh_-_barks,entity_behavior,sound,21,1,21,1
dog,has_4_legs,external_component,visual-form_and_surface,18,2,468,49
dog,has_legs,external_component,visual-form_and_surface,18,2,489,44
dog,an_animal,superordinate,taxonomic,16,4,,99
dog,has_fur,external_component,visual-form_and_surface,14,5,264,22
dog,a_pet,superordinate,taxonomic,12,6,,11
dog,has_a_tail,external_component,visual-form_and_surface,10,7,379,39
dog,is_man's_best_friend,systemic_property,encyclopaedic,10,7,10,1
dog,has_hair,external_component,visual-form_and_surface,7,9,78,9
dog,used_for_protection,function,function,7,9,89,9
dog,a_mammal,superordinate,taxonomic,6,11,,42
dog,beh_-_chases,entity_behavior,visual-motion,6,11,6,1
dog,beh_-_chases_cats,entity_behavior,visual-motion,6,11,6,1
dog,a_carnivore,superordinate,taxonomic,5,14,,11
dog,has_a_nose,external_component,visual-form_and_surface,5,14,11,2
dog,has_a_wet_nose,external_component,tactile,5,14,5,1
dog,is_domestic,systemic_property,encyclopaedic,5,14,29,5
dog,is_friendly,evaluation,encyclopaedic,5,14,12,2
doll,has_own_clothes,associated_entity,encyclopaedic,17,1,17,1
doll,used_for_playing,function,function,15,2,62,5
doll,a_toy,superordinate,taxonomic,14,3,,5
doll,used_by_girls,participant,function,13,4,13,1
doll,has_hair,external_component,visual-form_and_surface,12,5,78,9
doll,made_of_porcelain,made_of,visual-form_and_surface,10,6,51,6
doll,is_pretty,evaluation,encyclopaedic,9,7,45,7
doll,used_by_children,participant,function,9,7,166,13
doll,used_for_collecting,function,function,8,9,20,3
doll,eg_-_Barbie,individual,taxonomic,7,10,,1
doll,like_a_human,cognitive_operation,encyclopaedic,7,10,7,1
doll,associated_with_babies,associated_entity,encyclopaedic,5,12,5,1
